id,text
364,"Osteoporosis24 is the excessive loss of bone over time. It leads to decreased bone strength and an increased susceptibility to bone fracture. The Office of the Surgeon General (OSG) reports that approximately ten million Americans over age fifty are living with osteoporosis, and an additional thirty-four million have osteopenia25, which is lower-than-normal bone mineral density.Office of the Surgeon General. “Bone Health and Osteoporosis: A Report of the Surgeon General.” October 2004. http://www.surgeongeneral.gov/library/bonehealth/chapter_1.html. Osteoporosis is a debilitating disease that markedly increases the risks of suffering from bone fractures. A fracture in the hip causes the most serious consequences—and approximately 20 percent of senior citizens who have one will die in the year after the injury. Osteoporosis affects more women than men, but men are also at risk for developing osteoporosis, especially after the age of seventy. These statistics may appear grim, but many organizations—including the National Osteoporosis Foundation and the OSG—are disseminating information to the public and to health-care professionals on ways to prevent the disease, while at the same time, science is advancing in the prevention and treatment of this disease.International Osteoporosis Foundation. “Facts and Statistics about Osteoporosis and Its Impact.”"
365,"The greatest amount of bone mass that a person reaches during their lifetime. Compares the patient’s BMD to the averaged BMD of a healthy thirty-year-old population of the same sex. Osteoporosis is categorized into two types that differ by the age of onset and what type of bone tissue is most severely deteriorated. Type 1 osteoporosis, also called postmenopausal osteoporosis, most often develops in women between the ages of fifty and seventy. Between the ages of forty-five and fifty, women go through menopause and their ovaries stop producing estrogen. Because estrogen plays a role in maintaining bone mass, its rapid decline during menopause accelerates bone loss. This occurs mainly as a result of increased osteoclast activity. The trabecular tissue is more severely affected because it contains more osteoclasts cells than cortical tissue. Type 1 osteoporosis is commonly characterized by wrist and spine fractures. Type 2 osteoporosis is also called senile osteoporosis and typically occurs after the age of seventy. It affects women twice as much as men and is most often associated with hip and spine fractures. In Type 2 osteoporosis, both the trabecular and cortical bone tissues are significantly affected. Not everybody develops osteoporosis as they age. Other factors, which will be discussed in Section 9.6 ""Risk Factors for Osteoporosis"" of this chapter, also contribute to the risk or likelihood of developing the disease."
366,"Bone mineral density (BMD) is an indicator of bone quality and correlates with bone strength. Excessive bone loss can lead to the development of osteopenia and eventually osteoporosis. Osteoporosis affects women more than men, but is a debilitating disease for either sex. Osteoporosis is often a silent disease that doesn’t manifest itself until a fracture is sustained."
367,"Discuss how bone microarchitecture is changed in people with osteoporosis. How do these structural changes increase the risk of having a bone fracture? Go back to Section 9.1 ""Bone Structure and Function"" and review that bone is a living tissue that adapts to changes in mechanical forces. How might weight training help prevent a fracture in someone with osteoporosis?"
368,"Therefore, any person over the age of forty has an increased probability of developing osteoporosis in comparison to a younger person. As noted, starting out with more bone (a high peak bone mass) enables you to lose more bone during the aging process and not develop osteoporosis. Females, on average, have a lower peak bone mass in comparison to males and therefore can sustain less bone tissue loss than males before developing a low BMD. Similarly, people with small frames are also at higher risk for osteoporosis. Being of advanced age, being a woman, and having a small frame are all biological risk factors for osteoporosis. Other biological risk factors that are linked to an increased likelihood of developing osteoporosis are having low estrogen levels, or another endocrine disorder such as hyperthyroidism, having a family member with osteoporosis, and being Caucasian or Asian."
369,"occurs when a person participates in weight-bearing or resistance activities that force the body to work against gravity. Research has shown that this is an excellent way to activate osteoblasts to build more new bone. Conversely, physical inactivity lowers peak bone mass, decreases BMD at all ages, and is linked to an increase in fracture risk, especially in the elderly."
370,"Smoking cigarettes has long been connected to a decrease in BMD and an increased risk for osteoporosis and fractures. However, because people who smoke are more likely to be physically inactive and have poor diets, it is difficult to determine whether smoking itself causes osteoporosis. What is more, smoking is linked to earlier menopause and therefore the increased risk for developing osteoporosis among female smokers may also be attributed, at least in part, to having stopped estrogen production at an earlier age. A review of several studies, published in the British Medical Journal in 1997, reports that in postmenopausal women who smoked, BMD was decreased an additional 2 percent for every ten-year increase in age and that these women had a substantial increase in the incidence of hip fractures.Law, M. R. and A.K. Hackshaw. “A Meta-Analysis of Cigarette Smoking, Bone Mineral Density and Risk of Hip Fracture: Recognition of a Major Effect.” Br Med J 315, no. 7112 (October 4, 1997): 841–6. http://www.ncbi.nlm.nih.gov/pubmed/9353503."
371,"Nonmodifiable risk factors for osteoporosis include: being female, being over age fifty, having a small frame, having an endocrine disorder, having a family member with the disease, and being Caucasian or Asian. The risk factors for osteoporosis that can be changed are: smoking, alcohol intake, physical inactivity, and poor nutrition. Dietary inadequacy, certain medications, and diseases increase the risk for developing osteoporosis."
372,"Reducing the number of falls a person has decreases the likelihood of sustaining a fracture. Fairly simple modifications to a person’s environment, such as installing nightlights, railings on stairs, bars to hold onto in showers, and removing cords and throw rugs in walking paths can significantly reduce the likelihood of falling. Importantly, people at risk should have their vision and balance checked frequently."
373,"Strategies focused on halting or reversing a disease after it has developed. Treating diseases such as chronic kidney disease and Crohn’s disease, which are associated with decreased activation of vitamin D, increased calcium excretion, or malabsorption, is important in people who have not developed osteoporosis yet in order to arrest further losses in BMD. If these types of conditions exist simultaneously with osteoporosis, it is recommended that both disorders be treated to prevent further bone deterioration."
374,"Osteoporosis is a childhood disease with old-age consequences. Primary prevention of osteoporosis begins early in life with proper diet and exercise. The strategies of secondary prevention that focus on treating osteoporosis aim to arrest further bone loss and reduce fracture risk. Osteoporosis prevention and treatment involves a three-tiered approach that incorporates lifestyle modifications, the assessment and treatment of underlying causes of the disease, and pharmacotherapy."
375,Do you or any of your classmates have children? What could a parent of a teenager do to help their child achieve a high peak bone mass? Discuss the tactics you might employ at your age to maximize your bone health and minimize your risk for developing osteoporosis.
376,Adolescent teens. A calcium-deficient diet is common in teenage girls as their dairy consumption often considerably drops during adolescence. Amenorrheic women and the “female athlete triad.” Amenorrhea refers to the absence of a menstrual cycle. Women who fail to menstruate suffer from reduced
377,"history of previous stress issues are related to an increased susceptibility to future stress fractures.Nattiv, A. “Stress Fractures and Bone Health in Track and Field Athletes.” J Sci Med Sport 3, no. 3 (2000): 268–79. http://www.ncbi.nlm.nih.gov/pubmed/ 11101266?dopt=Abstract.,Johnson, A.O., et al. “Correlation of Lactose Maldigestion, Lactose Intolerance, and Milk Intolerance.” Am J Clin Nutr 57, no. 3 (1993): 399–401. http://www.ncbi.nlm.nih.gov/pubmed/ 8438774?dopt=Abstract. The elderly. As people age, calcium bioavailability is reduced, the kidneys lose their capacity to convert vitamin D to its most active form, the kidneys are no longer efficient in retaining calcium, the skin is less effective at synthesizing vitamin D, there are changes in overall dietary patterns, and older people tend to get less exposure to sunlight. Thus the risk for calcium inadequacy is great.International Osteoporosis Foundation. “Calcium and Vitamin D in the Elderly.” © 2012. http://www.iofbonehealth.org/patients-public/about- osteoporosis/prevention /nutrition/calcium-and-vitamin-d-in-the- elderly.html. Postmenopausal women. Estrogen enhances calcium absorption. The decline in this hormone during and after menopause puts postmenopausal women especially at risk for calcium deficiency. Decreases in estrogen production are responsible for an increase in bone resorption and a decrease in calcium absorption. During the first years of menopause, annual decreases in bone mass range from 3–5 percent. After age sixty-five, decreases are typically less than 1 percent.Daniels, C. E. “Estrogen Therapy for Osteoporosis Prevention in Postmenopausal Women.” National Institute of Health: Pharmacy Update (March/April 2001). Lactose-intolerant people. Groups of people, such as those who are lactose intolerant, or who adhere to diets that avoid dairy products, may not have an adequate calcium intake. Vegans. Vegans typically absorb reduced amounts of calcium because their diets favor plant-based foods that contain oxalates and phytates.Food and Nutrition Board, Institute of Medicine. Dietary Reference Intakes for Calcium and Vitamin D. (Washington, DC: National Academy Press, 2010). In addition, because vegans avoid dairy products, their overall consumption of calcium-rich foods may be less."
378,"A recent study published in the British Medical Journal reported that people who take calcium supplements at doses equal to or greater than 500 milligrams per day in the absence of a vitamin D supplement had a 30 percent greater risk for having a heart attack.Bolland, M. J. et al. “Effect of Calcium Supplements on Risk of Myocardial Infarction and Cardiovascular Events: Meta-Analysis.” Br Med J 341, no. c3691 (July 29, 2010). Does this mean that calcium supplements are bad for you? If you look more closely at the study, you will find that 5.8 percent of people (143 people) who took calcium supplements had a heart attack, but so did 5.5 percent of the people (111) people who took the placebo. While this is one study, several other large studies have not shown that calcium supplementation increases the risk for cardiovascular disease. While the debate over this continues in the realm of science, we should focus on the things we do know:"
379,"There is overwhelming evidence that diets sufficient in calcium prevent osteoporosis and cardiovascular disease. People with risk factors for osteoporosis are advised to take calcium supplements if they are unable to get enough calcium in their diet. The National Osteoporosis Foundation advises that adults age fifty and above consume 1,200 milligrams of calcium per day. This includes calcium both from dietary sources and supplements. Consuming more calcium than is recommended is not better for your health and can prove to be detrimental. Consuming too much calcium at any one time, be it from diet or supplements, impairs not only the absorption of calcium itself, but also the absorption of other essential minerals, such as iron and zinc. Since the GI tract can only handle about 500 milligrams of calcium at one time, it is recommended to have split doses of calcium supplements rather than taking a few all at once to get the RDA of calcium."
380,"The groups of people who are most at risk for calcium inadequacy are adolescent teens, amenorrheic women, the female triad athlete, the elderly, lactose-intolerant people, those with milk allergies, and vegans. When taking calcium supplements, be sure to monitor vitamin D intake to ensure that the proper benefits are achieved. Split doses are more effective since the gastrointestinal tract can only absorb up to 500 milligrams at one time. There is need for caution when choosing different brands of calcium supplements. Oyster shell and other naturally derived brands tend to contain unusually high concentrations of lead. Other brands do not contain the stated amount of calcium as advertised. The best sources of calcium come from the diet. If you are considered at risk for inadequate calcium intake, then proper supplementation along with a good diet can produce positive results on bone health."
381,"Make a list of foods that increase calcium absorption and a list of foods that decrease calcium absorption. Based on your calculated calcium intake levels, determine which foods you should add or subtract from your diet. Now design a daily menu plan that incorporates the changes. Go to the store and look at three calcium supplements. Record the brand names, type of calcium used in each brand, and amounts. Based on your daily calcium intake defend whether or not you need a calcium supplement. If you do decide you need a supplement, which brand would be your best choice?"
382,"Calculate your daily calcium intake by visiting the website of the International Osteoporosis Foundation, http://www.livestrong.com/ article/258803-how-to-calculate-calcium-intake/. Compare it to the RDA and UL for your age and sex. Determine your risk factors for osteoporosis and plug them in the interactive tool at http://www.webmd.com/hw-popup/risk-of- osteoporosis to estimate your risk for osteoporosis. Plan a dinner meal that contains at least one-third of the RDAs of calcium and vitamin D. To help you determine the calcium and vitamin D contents in foods, visit the USDA National Nutrient Database at http://www.nal.usda.gov/fnic/foodcomp/search/."
383,"is found in red blood cells. Oxygen is essential for cellular metabolism. A reduction in the oxygen-carrying capacity of red blood cells hampers the synthesis of energy and consequently cell function. Additionally, iron is required for energy production and enzymatic synthesis of RNA and DNA. Therefore cells that are rapidly dividing are acutely sensitive to an iron deficiency. Since red blood cells are under a constant state of"
384,"The most numerous cells in blood, which transport oxygen to all cells in the body. The cellular components of blood include red blood cells, white blood cells, and platelets. Red blood cells1 are the most numerous of the components. Each drop of blood contains millions of them. Red blood cells are red because they each contain approximately 270 million hemoglobin proteins, which contain the mineral iron,"
385,"Cells of the immune system that survey the entire body looking for foreign invaders to destroy. Fragments of cells that, when stimulated by blood vessel injury, rush to plug up the wound."
386,"person’s blood-test levels and cause them to fall outside the normal range, so results of blood tests outside the “normal” range are not always indicative of health problems. The assessment of"
387,"Blood is a connective tissue of the circulatory system, and the fluid in the body that transports absorbed nutrients to cells and waste products from cells. The fluid part of blood, plasma, makes up the largest amount of blood volume and contains proteins, ions, glucose, lipids, vitamins, minerals, waste products, gases, enzymes, and hormones. The cellular components of blood include red blood cells, white blood cells, and platelets. Blood is under a constant state of renewal and is synthesized from stem cells residing in bone marrow. As blood travels through smaller and smaller vessels the rate of blood flow is dramatically reduced, allowing for efficient exchange of nutrients and oxygen for cellular waste products. Blood is healthy when it contains the appropriate amount of water and cellular components, and proper concentrations of dissolved substances, such as albumin and electrolytes. The assessment of multiple blood parameters aid in the diagnosis of disease risk and are indicative of overall health status."
388,"Summarize how energy from the energy-yielding nutrients is obtained and used, and how and where it is stored in the body for later use. Explain the role of energy in the process of building tissues and organs."
389,"The sum of all chemical reactions required to support cellular function and hence the life of an organism. All metabolic processes involved in molecule breakdown and the release of energy. All metabolic processes involved in building bigger molecules, which consume energy. Metabolism5 is defined as the sum of all chemical reactions required to support cellular function and hence the life of an organism. Metabolism is either categorized as catabolism6, referring to all metabolic processes involved in molecule breakdown, or anabolism7, which includes all metabolic processes involved in building bigger molecules. Generally, catabolic processes release energy and anabolic processes consume energy. The overall goals of metabolism are energy transfer and matter transport. Energy is transformed from food macronutrients into cellular energy, which is used to perform cellular work. Metabolism transforms the matter of macronutrients into substances a cell can use to grow and reproduce and also into waste products. In Chapter 6 ""Proteins"", you learned that enzymes are proteins and that their job is to catalyze chemical reactions. (Recall that the word catalyze means to speed-up a chemical reaction and reduce the energy required to complete the chemical reaction, without the catalyst being used up in the reaction.) Without enzymes, chemical reactions would not happen at a fast enough rate and would use up too much energy for life to exist. A metabolic pathway is a series of enzymatic reactions that transforms the starting material (known as a substrate) into intermediates, which are the substrates for the next enzymatic reactions in the pathway, until, finally, an endproduct is synthesized by the last enzymatic reaction in the pathway. Some metabolic pathways are complex and involve many enzymatic reactions, and others involve only a few chemical reactions."
390,"Anabolic pathways are regulated by their end-products, but even more so by the energy state of the cell. When there is ample energy, bigger molecules, such as protein, RNA and DNA, will be built as needed. Alternatively when energy is insufficient, proteins and other molecules will be destroyed and catabolized to release energy. A dramatic example of this is seen in children with Marasmus. These children have severely compromised bodily functions, often culminating in death by infection. Children with Marasmus are starving for calories and protein, which are required to make energy and build macromolecules. The negative-energy balance in children who have Marasmus results in the breakdown of muscle tissue and tissues of other organs in the body’s attempt to survive. The large decrease in muscle tissue makes children with Marasmus look emaciated or “muscle-wasted.”"
391,"In a much less severe example, a person is also in negative-energy balance between meals. During this time, blood-glucose levels start to drop. In order to restore blood-glucose levels to their normal range, the anabolic pathway, called gluconeogenesis, is stimulated. Gluconeogenesis is the process of building glucose molecules from certain amino acids and it occurs primarily in the liver (Figure 10.2 ""Metabolic Pathway of Gluconeogenesis""). The liver exports the synthesized glucose into the blood for other tissues to use."
392,"The overall goals of metabolism are energy transfer and matter transport. Metabolism is defined as the sum of all chemical reactions required to support cellular function and is either categorized as catabolism (referring to all metabolic processes involved in molecule breakdown) or anabolism (which includes all metabolic processes involved in building bigger molecules). Generally, catabolic processes release energy and anabolic processes consume energy. A metabolic pathway is a series of enzymatic steps that transforms a substrate (the starting material) into intermediates, which are substrates for the proceeding enzymatic reactions until finally an end- product is synthesized by the last enzymatic reaction in the pathway. The organ systems of the body require fuel and building blocks to digest, absorb, breathe, pump blood, transport nutrients in and wastes out, maintain body temperature, and make new cells amongst a multitude of other functions. When energy levels are high, cells build molecules, and when energy levels are low, catabolic pathways are stimulated to release energy. The energy released by catabolic pathways powers anabolic pathways in the building of bigger macromolecules. In the “fed” state (when energy levels are high), extra nutrient fuel will be stored as glycogen or triglycerides."
393,"Discuss the practicality of storing energy in early human civilizations and the consequences of these metabolic processes in today’s world. Refer back to the story of the Pima Indians in Chapter 1 ""Nutrition and You"" and the concept of the “thrifty gene.” Can an overweight person blame their excess weight on having a slower metabolism?"
394,Vitamins that make up part of enzymes required for converting a substrate to an end-product. Minerals that make up part of enzymes required for converting a substrate to an end-product.
395,"Folate is especially essential for the growth and specialization of cells of the central nervous system. Children whose mothers were folate-deficient during pregnancy have a higher risk of neural-tube birth defects. Folate deficiency is causally linked to the development of spina bifida, a neural-tube defect that occurs when the spine does not completely enclose the spinal cord. Spina bifida can lead to many physical and mental disabilities (Figure 10.5). Observational studies show that the prevalence of neural-tube defects was decreased after the fortification of enriched cereal grain products with folate in 1996 in the United States (and 1998 in Canada) compared to before grain products were fortified with folate (Figure 10.5). Additionally, results of clinical trials have demonstrated that neural-tube defects are significantly decreased in the offspring of mothers who began taking folate supplements one month prior to becoming pregnant and throughout the pregnancy. In response to the scientific evidence, the Food and Nutrition Board of the Institute of Medicine (IOM) raised the RDA for folate to 600 micrograms per day for pregnant women. Some were concerned that higher folate intakes may cause colon cancer, however scientific studies refute this hypothesis."
396,"Coenzyme: assists in glucose, fat and carbohydrate metabolism, electron carrier, other B vitamins are dependent on Ariboflavinosis: dry scaly skin, mouth inflammation and sores, sore throat, itchy eyes, light sensitivity"
397,"Vitamins and minerals play a different kind of role in energy metabolism; they are required as functional parts of enzymes involved in energy release and storage. The water-soluble B vitamins are involved as coenzymes in the breakdown of nutrients and in the building of macromolecules, such as protein, RNA, and DNA. B-vitamin deficiencies are relatively rare especially in developed countries; although the health consequences can be severe as with folate deficiency during pregnancy and the increased risk of neural-tube defects in offspring. The B vitamins, pyroxidine (B6), folate, and cobalamin (B12) are needed for blood-cell renewal and/or function."
398,"Discuss how the actions of B vitamins are interdependent; meaning the level of one affects the function of another. Have a classroom debate on whether it is prudent for the federal government to regulate claims on micronutrient supplements, such as those containing B vitamins."
399,List the primary function of each of the minerals involved in metabolism. Summarize the roles of minerals important in blood function and renewal.
400,"Magnesium is the eleventh most abundant element in the human body and is known to participate as a cofactor in hundreds of metabolic reactions. ATP exists as a complex with magnesium and therefore this mineral is involved in all reactions that synthesize or require ATP including carbohydrate, lipid, protein, RNA, and DNA synthesis. Many Americans do not get the recommended intake of magnesium from their diets. Some observational studies suggest mild magnesium deficiency is linked to increased risk for cardiovascular disease. Signs and symptoms of severe magnesium deficiency may include tremor, muscle spasms, loss of appetite, and nausea."
401,"The iron in hemoglobin binds to oxygen in the capillaries of the lungs and transports it to cells where the oxygen is released (see Note 10.30 ""Video 10.5""). If iron level is low hemoglobin is not synthesized in sufficient amounts and the oxygen-carrying capacity of red blood cells is reduced, resulting in anemia. When iron levels are low in the diet the small intestine more efficiently absorbs iron in an attempt to compensate for the low dietary intake, but this process cannot make up for the excessive loss of iron that occurs with chronic blood loss or low intake. When blood cells are decommissioned for use, the body recycles the iron back to the bone marrow where red blood cells are made. The body stores some iron in the bone marrow, liver, spleen, and skeletal muscle. A relatively small amount of iron is excreted when cells lining the small intestine and skin cells die and in blood loss, such as during menstrual bleeding. The lost iron must be replaced from dietary sources."
402,"Zinc is a cofactor for over two hundred enzymes in the human body and plays a direct role in RNA, DNA, and protein synthesis. Zinc also is a cofactor for enzymes involved in energy metabolism. As the result of its prominent roles in anabolic and energy metabolism, a zinc deficiency in infants and children blunts growth. The reliance of growth on adequate dietary zinc was discovered in the early 1960s in the Middle East where adolescent nutritional dwarfism was linked to diets containing high amounts of phytate. Cereal grains and some vegetables contain chemicals, one being phytate, which blocks the absorption of zinc and other minerals in the gut. It is estimated that half of the world’s population has a zinc-deficient diet.Prasad, Ananda. “Zinc deficiency.” BMJ 2003 February 22; 326(7386): 409–410. doi: 10.1136/ bmj.326.7386.409. Accessed October 2, 2011. http://www.ncbi.nlm.nih.gov/pmc/ articles/PMC1125304/?tool=pmcentrez. This is largely a consequence of the lack of red meat and seafood in the diet and reliance on cereal grains as the main dietary staple. In adults, severe zinc deficiency can cause hair loss, diarrhea, skin sores, loss of appetite, and weight loss. Zinc is a required cofactor for an enzyme that synthesizes the heme portion of hemoglobin and severely deficient zinc diets can result in anemia."
403,"Metabolic pathways necessary to support and maintain the basic functions of the body (e.g. breathing, heartbeat, liver, and kidney function) while at rest. Manganese is a cofactor for enzymes involved in glucose production (gluconeogenesis) and amino-acid catabolism in the liver. Manganese deficiency is uncommon."
404,"Assists in energy production, protein, RNA and DNA synthesis; required for hemoglobin synthesis Growth retardation in children, hair loss, diarrhea, skin sores, loss of appetite, weight loss"
405,"Minerals are cofactors for hundreds of enzymes involved in metabolism. Iron especially, but also copper and zinc are critical for blood function and renewal. Minerals are not as efficiently absorbed as most vitamins and bioavailability can be very low."
406,"Discuss why “more is not always better,” especially how this saying pertains to micronutrient intake. Look up the chemical structure of phytate and explain how it inhibits the absorption of positively charged minerals."
407,"The Centers for Disease Control and Prevention reports that iron deficiency is the most common nutritional deficiency worldwide.Centers for Disease Control and Prevention. “Iron and Iron Deficiency.” Accessed October 2, 2011. http://www.cdc.gov/nutrition/everyone/basics/vitamins/iron.html. The WHO estimates that 80 percent of people are iron deficient and 30 percent of the world population has iron-deficiency anemia.The World Bank. “Anemia.” Accessed October 2, 2011. http://web.worldbank.org/WBSITE/EXTERNAL/TOPICS/ EXTHEALTHNUTRITIONANDPOPULATION/EXTPHAAG/ 0,,contentMDK:20588506~menuPK:1314803~pagePK:64229817~piPK:64229743 ~theSitePK:672263,00.html. The main causes of iron deficiency worldwide are parasitic worm infections in the gut causing excessive blood loss, and malaria, a parasitic disease causing the destruction of red blood cells. In the developed world, iron deficiency is more the result of dietary insufficiency and/or excessive blood loss occurring during menstruation or child-birth."
408,Fortify staple foods with iron and other micronutrients whose deficiencies are linked with anemia. Prevent the spread of malaria and treat the hundreds of millions with the disease.
409,"Iron-deficiency anemia is a condition that develops from having insufficient iron levels in the body, resulting in fewer and smaller red blood cells containing lower amounts of hemoglobin. It is diagnosed from characteristic signs and symptoms and confirmed with simple blood tests that count red blood cells and determine hemoglobin and iron content in blood. Anemia is most often treated with iron supplements and increasing the consumption of foods that are higher in iron. The main causes of iron deficiency worldwide are parasitic-worm infections in the gut (causing excessive blood loss), malaria, a parasitic disease causing the destruction of red blood cells, and insufficient iron in the diet. Infants, children, adolescents, and women are the populations most at risk worldwide for iron-deficiency anemia by all causes. In America in the past, iron-deficiency anemia was prevalent in infants and young children. After the introduction of infant screening, fortification of formulas and foods, and educating parents on providing an iron-rich diet, iron-deficiency anemia significantly declined in this country. In the third world, iron-deficiency anemia remains a significant public- health challenge. Solutions to reduce the prevalence of iron-deficiency anemia in the developing world include providing supplements to target populations, fortifying foods with iron and other blood-healthy micronutrients, preventing the spread of malaria, treating parasitic infections, and giving iron cookware to high-risk populations."
410,Come up with a hypothesis or two on why it is vital that blood is continuously renewed. Discuss the effectiveness and cost of some possible solutions for eliminating iron-deficiency anemia worldwide.
411,"Read “Sir Frederick Hopkins—Nobel Lecture” on the history of the discovery of vitamins and summarize in a paragraph or two the importance of continuing scientific investigation to define the functions of vitamins in order to improve the health of humans. http://www.nobelprize.org/nobel_prizes/medicine/laureates/1929/ hopkins-lecture.html Go to the USDA database (http://www.ars.usda.gov/Services/ docs.htm?docid=20958) and prepare a list of the top ten food sources of vitamin B6 and vitamin B12. Why would having too many red blood cells decrease the amount of oxygen delivered to cells? To help answer this question visit the website of the National Heart, Lung, and Blood Institute (http://www.nhlbi.nih.gov/health/dci/Diseases/poly/poly_all.html)."
412,Draw a flow chart of the stages of nutrient catabolism and point out where the B vitamins are required. Summarize in a paragraph why a pregnant woman requires more iron in the diet and why it is important for newborn babies to be screened for iron deficiency. Plan a daily menu that meets the RDA for iron and iron-absorption enhancers.
413,"Eat out less, and when you do eat out choose low-calorie options. Walk or bike to work. If this is not feasible, walk while you are at work. Take the stairs when you come upon them or better yet, seek them out. Walk your neighborhood and know your surroundings. This benefits both health and safety."
414,Request that your college/workplace provides more access to healthy low-cost foods. Support changes in school lunch programs—this is happening now in 2011.
415,Talk to your grocer and ask for better whole-food choices and seafood at a decent price. Ask the restaurants you frequent to serve more nutritious food and to accurately display calories of menu items.
416,"Support national campaigns addressing obesity, such as America on the Move. Support policies that support local farmers and the increased access and affordability of healthy food."
417,Calculate body mass index given a particular weight and height. Name the factors that affect body fat composition and distribution.
418,"A measurement that associates height and weight, and is a more comprehensive measurement of body fatness than weight alone. To standardize the “ideal” body weight and relate it to health, scientists have devised mathematical formulas to better define a healthy weight. These mathematically derived measurements are used by health professionals to correlate disease risk with populations of people and at the individual level. A clinician will take two measurements, one of weight and one of fat mass, in order to diagnose obesity. Some measurements of weight and body fat that do not require using technical equipment can easily be calculated and help provide an individual with information on weight, fat mass, and distribution, and their relative risk of some chronic diseases."
419,"A BMI is a fairly simple measurement and does not take into account fat mass or fat distribution in the body, both of which are additional predictors of disease risk. Body fat weighs less than muscle mass. Therefore, BMI can sometimes underestimate the amount of body fat in overweight or obese people and overestimate it in more muscular people. For instance, a muscular athlete will have more muscle mass (which is heavier than fat mass) than a couch potato of the same height. Based on their BMIs the muscular athlete would be less “ideal” and may be categorized as more overweight or obese than the couch potato; however this is an infrequent problem with BMI calculation. Additionally, an older person with osteoporosis (decreased bone mass) will have a lower BMI than an older person of the same height without osteoporosis, even though the person with osteoporosis may have more fat mass. A BMI is a useful inexpensive tool to categorize people and is highly correlative with disease risk, but other measurements are needed to diagnose obesity and more accurately assess disease risk."
420,"Underwater weighing. This technique requires a chamber full of water big enough for the whole body can fit in. First, a person is weighed outside the chamber and then weighed again while immersed in water. Bone and muscle weigh more than water, but fat does not—therefore a person with a higher muscle and bone mass will weigh more when in water than a person with less bone and muscle mass. Bioelectric Impedance Analysis (BIA). This device is based on the fact that fat slows down the passage of electricity through the body. When a small amount of electricity is passed through the body, the rate at which it travels is used to determine body composition. These devices are also sold for home use and commonly called body composition scales. Dual-energy x-ray absorptiometry. This technique was explained in detail in Chapter 9 ""Nutrients Important for Bone Health"", where we saw that it can be used to measure bone density. It also can determine fat content via the same method, which directs two low-dose x-ray beams through the body and determines the amount of the energy absorbed from the beams. The amount of energy absorbed is dependent on the body’s content of bone, lean tissue mass, and fat mass. Using standard mathematical formulas, fat content can be accurately estimated."
421,"Read the article, “Exercise Keeps Dangerous Visceral Fat Away a Year after Weight Loss, Study Finds,” at http://www.sciencedaily.com/ releases/2009/10/091029102740.htm. Then discuss the importance of exercise in eradicating excessive fat. Based on what you learned, why would an individual with a high BMI have a decreased risk of osteoporosis?"
422,"Most people who are overweight also have excessive body fat and therefore body weight is an indicator of obesity in much of the population. To standardize the “ideal” body weight and relate it to health, scientists have devised some computational measurements to better define a healthy ideal weight. Body weight in relation to height is called BMI and is correlated with disease risk. Total body fat mass is another predictor of disease risk; another is where the fat is distributed. Fat deposits in different areas in the body and do not all act the same, meaning it differs physiologically based on location. Visceral fat contributes more to disease risk, for example."
423,Define basal metabolism and explain the factors that affect basal metabolic rate. Summarize why the amount of food we eat (appetite) is not completely under our conscious control.
424,"Energy intake values that have been established to preserve energy balance in healthy adults of a specific age, gender, weight, and height, and category of physical activity concurrent with good health. To maintain body weight you have to balance the calories obtained from food and beverages with the calories expended every day. Here, we will discuss how to calculate your energy needs in kilocalories per day so that you can determine whether your caloric intake falls short, meets, or exceeds your energy needs. The Institute of Medicine has devised a formula for calculating your Estimated Energy Requirement (EER)7. It takes into account your age, sex, weight, height, and physical activity level (PA). The EER is a standardized mathematical prediction of a person’s daily energy needs in kilocalories per day required to maintain weight. It is calculated via the following formulas:"
425,"Adult male: EER = 662 − [9.53 x age (y)] + PA X [15.91 x wt (kg) + 5.39.6 x ht (m)] Adult female: EER = 354 − [6.91 x age (y)] + PA x [9.36 x wt (kg) + 726 x ht (m)] Note: to convert pounds to kilograms, divide weight in pounds by 2.2. To convert feet to meters, divide height in feet by 3.3."
426,"The sum of energy used for basal metabolism; energy required for food digestion and absorption and energy expended during physical activity. The metabolic pathways necessary to support and maintain basic body functions (e.g. breathing, heartbeat, liver and kidney function) while at rest. The amount of energy you expend every day includes not only the calories you burn during physical activity, but also the calories you burn while at rest (basal metabolism), and the calories you burn when you digest food. The sum of caloric expenditure is referred to as total energy expenditure (TEE)8. Basal metabolism9 refers to those metabolic pathways necessary to support and maintain the body’s basic functions (e.g. breathing, heartbeat, liver and kidney function) while at rest. The basal metabolic rate (BMR) is the amount of energy required by the body to conduct its basic functions over a certain time period. The great majority of energy expended (between 50 and 70 percent) daily is from conducting life’s basic processes. Of all the organs, the liver requires the most energy (see Table 11.5 ""Energy Breakdown of Organs""). Unfortunately, you cannot tell your liver to ramp up its activity level to expend more energy so you can lose weight. BMR is dependent on body size, body composition, sex, age, nutritional status, and genetics. People with a larger frame size have a higher BMR simply because they have more mass. Muscle tissue burns more calories than fat tissue even while at rest and thus the more muscle mass a person has, the higher their BMR. Since females typically have less muscle mass and a smaller frame size than men, their BMRs are generally lower than men’s. As we get older muscle mass declines and thus so does BMR. Nutritional status also affects basal metabolism. Caloric restriction, as occurs while dieting, for example, causes a decline in BMR. This is because the body attempts to maintain homeostasis and will adapt by slowing down its basic"
